text,labels
draw a neat diagram of dso.,0
compare and contrast two characters in the book.,3
outline the main phases of a software development life cycle.,3
group these literary works based on their genre.,1
phase-locked loops pll?,0
categorize the basic concepts of multimedia with an example for each.,1
design low pass first order butterworth filter having cut off frequency 1 khz with passband gain of 2.,2
assess the scalability of a distributed file system for storing and retrieving large volumes of data in a fault-tolerant manner.,4
two wattmeters connected to measure the input to a balanced 3-phase circuit indicate 2000 w and 500 w respectively. find the power factorof circuit: i when both the readings are positive ii when the latter reading is obtained after reversing the connections to the current coil of first instrument.,2
how would you classify the different genres of literature?,3
"discuss the adoption issues surrounding facebook and internet, as well as their implications for e-marketers.",1
write short notes on the following.,0
"imagine youre evaluating the environmental impact of a construction project. describe how you would perform environmental impact assessments eias, identify potential risks, and propose mitigation measures to minimize adverse effects on ecosystems.",1
propose a method for optimizing the design of wind turbine blades using topology optimization and additive manufacturing techniques for improved energy extraction.,5
how does hawaii contrast and compare to florida?,3
debate the ethical implications of using unmanned aerial vehicles uavs for aerial spraying of pesticides in agriculture.,4
explain how the affinity of hemoglobin for oxygen is regulated.,1
"based on the social learning perspective, propose a strategy that able to reduce or eliminate prejudice. support your strategy with one 1 relevant example. elaborate your example in details.",4
explain working principle of hall effect sensors?,1
can you quote a proverb from your culture or heritage?,0
explain white cast iron with its composition.,0
classify animals into two groups.,1
debate the ethical considerations of using ai algorithms for autonomous weapon systems.,4
"local oxidation of silicon or locos is a type of application which involves wet oxidation. with the aid of diagrams, briefly illustrate this process.",1
explain the effect of water cement ratio and effect of maximum size of aggregate on the strength of concrete.,0
explain tunneling conditions in deccan trap region.,0
select the most effective solution.,4
explain isa sequence in alarm annunciation system.,3
what research questions would you formulate for a psychology study?,5
create a set of guidelines to determine the points of a plant susceptible to localized corrosion.,5
"explain the concept of model explainability in machine learning, discussing techniques for interpreting model predictions and building trust with stakeholders.",1
"describe the effectiveness of advertising value of products, price, competition, consumer and business.",1
describe and explain the various methods used for gene transfer to plant cells.,3
how would you develop a new software platform for online collaboration in education?,5
compare variable reluctance and permanent magnet stepper motors.,3
how would you classify the different forms of energy sources?,3
derive an expression of velocity and shear stress distribution for laminar flow between fixed parallel plates.,3
"interpret the concept of network segmentation, discussing its role in reducing attack surface and containing security breaches.",1
what are different methods of speed control for three phase induction motor.,1
explain the principles of democratic governance.,0
can you tell me a story from your life that had a profound impact on you?,0
state sampling theorem and discuss its types.,1
"plan a system for implementing autonomous maintenance robots in large-scale industrial facilities for tasks such as cleaning, inspection, and repair.",5
write short note on cluster configuration.,1
explain different types of constrained motion with neat sketch.,1
illustrate what you think the main idea was.,1
what is fluidization?,0
solve the calculus problem involving finding the area between curves.,2
a cantilever of length 3 m is carrying a point load of 25 kn at the free end.,2
can you define the term cultural diversity?,0
evaluate the evidence supporting the use of green infrastructure for stormwater management in urban environments.,2
can you tell me how to make a classic omelet?,0
explain the term inflation as used in building economics.,1
what steps do you take to identify missing information in a complex historical analysis?,3
interpret the facts presented in the research study.,1
"compare the features and performance of different recommendation systems e.g., collaborative filtering, content-based filtering, matrix factorization in personalized recommendation tasks.",3
create a new algorithm for optimizing the performance of a database query system under high concurrency and large dataset conditions.,5
âfirms can use existing brand names or create new brands on the internetâ. evaluate on the above statement.,4
draw neat diagram of op amp as a schmitt trigger and explain its working.,0
define transducer and state detailed classification of transducers.,0
"being outside directors, independent non-executive directors ineds do not work in the company on a daily basis. their hands are tied due to the nature of their positions. provide an assessment on the limitations of ineds in the context of corporate governance",1
"a coastal city is experiencing increased coastal erosion due to rising sea levels and storm surges. analyze the coastal protection measures e.g., seawalls, beach nourishment, offshore breakwaters and recommend strategies for shoreline stabilization and coastal flood risk management.",3
draw a technology enhanced language learning classroom sketch for advanced level primary year 6 students. you should include five 5 basic technology facilities with label which are essential to the integration of technology in the classroom.,1
give an instance of using economic theories to predict the impact of a policy change.,2
explain cavitation and npsh in pump.,0
describe alkaloids chemically and how plants use this group of secondary metabolites to protect themselves from herbivores.,1
how do you express the life of a bearing?,0
with neat waveforms explain the measurement of frequency by sweep method and lissajous pattern method is dual trace oscilloscope.,1
a transmission line has a span of 220 m between level supports.,0
invent a method for securely sharing and collaborating on sensitive documents among distributed teams using encryption and access control mechanisms.,5
draw a flow chart for manufacture of polyvinyl resin.,0
"consider youre designing a satellite communication system for remote sensing applications. explain how you would calculate link budget parameters, including path loss, antenna gain, and noise figure, to ensure reliable data transmission.",1
represent the following polynomials using linked list.,2
provide arguments on how these investment strategies help in maintaining market efficiency.,1
tabulate the demographic data of attendees at a conference.,0
what is mean by primitive data type and list out primitive data types available in java with example?,0
vector along the direction of the line.,3
"define and discuss the sharpe, treynor, and jensen measures of portfolio performance evaluation by identifying the situations in which each measure is the most appropriate measure.",2
what is your family name,0
draw similar repetition and interval repetition.,1
what are the advantages of digital storage oscilloscope over dual trace oscilloscope.,1
express the rule in function notation,1
"interpret the concept of virtualization technologies e.g., hypervisor, virtual machines, containers, discussing their role in resource optimization and isolation.",1
write algorithms to create and delete a segment.,0
give the applications of two port network parameters and explain network stability.,0
explain the important components of gas chromatography.,3
explain the process of cellular respiration.,1
retell the steps to implement a random forest classifier using bootstrapping and feature bagging?,0
recall the purpose of the virtual keyword in c?,0
"compare the efficiency of different graph traversal algorithms e.g., bfs, dfs, dijkstras in finding shortest paths in weighted and unweighted graphs.",3
can you remember the steps to perform cpr?,0
explain the fdi in infrastructure.,0
"with the neat diagram, explain principle of working of thermal bimetal. give its examples and applications.",0
a 300 volt dc shunt motor has armature resistance of 0.,2
"explain the term conjugal families, by making reference to the different types of societies to which they could belong.",3
what is mean by inheritance?,0
list the various method of conversion compare them and which one is fastest.,0
explain the function of 78xx and 79xx voltage regulator.,1
elaborate three 3 channels of the transmission process for monetary policy.,1
generate strategies to reduce plastic waste.,4
how do i differentiate between deceive and cheat on?,3
consider following circular queue of characters and size 5.,2
identify ten 10 tips during the press conference.,0
"discuss the principles of bridge engineering, explaining concepts such as bridge types, structural components, and load distribution mechanisms.",1
estimate boards of 90dkg in ra1 size for 10000 books in a5 size.,2
compare the different types of construction materials in terms of their properties and applications in building construction.,1
write five 5 types of lines.,0
explain the working of pv cell and simplest equivalent circuit for a photovoltaic cell.,1
test the reliability of a new measurement instrument.,4
rewrite you predicted equation for the ideal gas law,1
categorize the different types of artistic mediums.,3
"explain the concept of data preprocessing in machine learning, discussing techniques such as normalization, feature scaling, and missing value imputation.",1
state the iron deficiency diseases.,0
explain historical development of wind power.,1
outline the main steps of a problem-solving process in environmental science.,3
"determine the shear strength in terms of effective stress on a plane within a saturated soil mass at a point where the total normal stress is 200 knm2 and pore water pressure is 80 knm2. the shear strength parameters in terms of effective stress are, câ  16 knm2 and ïâ  390.",2
the glass-steagall act of 1933 and the financial services modernization act of 1999 created impact on commercial banks and investment banks in the us. explain each act in detail.,1
"with the aid of a diagram, briefly show how the width of a finfet is estimated.",2
draw and explain architecture of 8086.,1
judge the effectiveness of ai-driven recommendation systems in personalized marketing.,4
explain direct access file organization.,3
what research questions would you formulate for a sociology study on social media influence?,5
what can you tell me about the life of albert einstein?,0
"compare the features and performance characteristics of different web servers e.g., apache, nginx, microsoft iis for hosting high-traffic websites.",3
select the appropriate variables for a logistic regression analysis.,3
what are the types of chips formed during metal cutting?,0
explain nucleonic method for level measurement with suitable diagram.,2
discuss the errors in wheatstone bridge along with limitations.,0
write short note on spi protocol.,0
what steps are involved in composing a moving piece of poetry?,5
what is an asm chart?,0
what is runtime polymorphism?,0
decide on the best pricing model for a software subscription.,4
solve a math problem using familiar procedure or formula,2
"due to saturated domestic markets, large firms were looking for foreign countries for new customers. explain why china has been choose as a new market.",1
what is projection?,0
categorize the types of renewable energy sources.,3
invent a framework for automating the deployment and management of containerized microservices in a cloud-native environment.,5
what will be the effects of faulting on civil engineering structures?,3
"compare the security implications of different wireless authentication methods e.g., wep, wpa, wpa2 in securing wi-fi networks against unauthorized access.",3
define monochromatic emissive power and monochromatic emissivity.,0
debate the ethical considerations of using predictive analytics in insurance underwriting for risk assessment and pricing.,4
"debate the ethical considerations of using autonomous vehicles in terms of safety, liability, and societal impact.",4
write short note on interrupt enable register.,0
assess the value of cognitive dissonance theories in social psychology.,4
write a short note on pla.,1
your organization is undergoing a digital transformation initiative and requires a modern identity and access management iam solution to secure user identities and access to resources. compare the features and integration capabilities of cloud-based iam platforms such as okta versus microsoft azure active directory azure ad.,3
can you recite the pledge of allegiance?,0
"explain the concept of feature engineering in machine learning, discussing techniques for extracting relevant features from raw data.",1
briefly describe the hierarchical classification of proteins using cath classification.,1
what are the basic performance issues in pipelining.,0
explain the various factors that influence the delay period in c.,1
imagine a new programming language tailored specifically for artificial intelligence applications. describe its key features and syntax.,5
state and explain following properties.,0
distinguish between rill and gully erosion.,3
propose a novel algorithm for generating synthetic training data to address data scarcity issues in medical image analysis for diagnosing rare diseases.,5
draw and explain the functional diagram of 723 regulator.,0
critically evaluate the advantages and disadvantages of using microservices architecture over monolithic architecture for large-scale web applications.,2
discuss the working of a parabola collector with neat sketch.,0
analyze the ethical considerations surrounding the relocation of communities for infrastructure development projects.,2
a manager of a small company makes the following statement - we need to keep hiring additional workers up to the point where the marginal productivity of the last worker we hire is at its maximum. this way we can maximize the total productivity of the firm. critically evaluate this statement.,4
discuss dhcp protocol in details.,0
differentiate between symmetric and asymmetric key cryptography.,3
"contrast the principles of strong typing and weak typing in programming languages, discussing their impact on type safety and runtime errors.",3
use probability theory to determine the likelihood of a random event.,2
explain flow duration curve and hydrograph with example.,1
compare and contrast different methods for earthquake-resistant building design and analyze their effectiveness.,2
what is topological sorting?,0
apply principles of psychology to solve a cognitive puzzle.,2
quote the definition of a dangling pointer in c programming?,0
solve the algebraic equation to find the value of the variable.,2
what is back emf in dc motor? state its significance?,0
enumerate the differences between a shallow copy and a deep copy of an object?,0
what is software scm repository?,0
explain the how open traversing surveying work is conducted.,0
define biot and fourier numbers with their physical significance?,0
what are different types of jois in sql?,0
a client wishes to renovate his balcony at first floor by replacing the metal handrail with glass panel. recommend a suitable type of glass to the client and justify your answer. please be reminded that safety is the major factor in all cases.,4
define binary tree. what are its types? explain with suitable figures.,0
retell the steps to perform soil compaction testing using a proctor compactor?,0
the armature resistance of a dc shunt motor is 5.,2
how do you approach understanding information from various perspectives?,1
autoclave aerated concrete block is gaining popular in high rise construction. briefly illustrate what are the unique features of the autoclave aerated concrete block.,1
hypothesize an approach for enhancing the security and privacy of communication in vehicular ad hoc networks vanets using blockchain technology.,5
briefly explain any two 2 advantages of real time data processing in the sales and cash receipt system.,1
what do you recall about the process of cellular respiration?,0
"explain the concept of honeypots in cybersecurity, discussing their role in detecting and analyzing malicious activity.",1
solve a complex optimization problem using genetic algorithms and evaluate the quality of the solutions obtained.,2
compare smtp and http.,3
"a financial analytics firm is assessing the risk management capabilities of credit scoring models for loan approval decisions. critically analyze the credit risk factors and scoring methodologies used in credit scoring algorithms, including credit history, income stability, and debt-to-income ratio. recommend model validation techniques and stress testing scenarios to assess credit portfolio risk and ensure regulatory compliance in lending operations.",4
"contrast the principles of generative adversarial networks gans and autoencoders in unsupervised learning, discussing their applications in data generation and compression.",3
judge the winner of a poetry competition.,4
identify the differences between an interface and an abstract class in java?,0
derive the thermodynamic equation for depression in freezing point of solution.,0
assess the effectiveness of a data loss prevention dlp solution in preventing unauthorized data exfiltration and leakage.,4
"a retail company is planning to implement a data analytics platform for customer segmentation and personalized marketing. evaluate the ethical considerations of collecting and analyzing customer data for targeted advertising, including issues related to privacy, consent, and algorithmic transparency. propose ethical guidelines and data governance policies to ensure responsible data usage and protect consumer rights.",4
what do you mean by triangulation and trilateration in geodetic survey?,0
write a program to generate square wave of 50hz frequency with 50 duty cycle on pin 2.3. assume xtal11.0592 mhz  use timer 0 inmode l.,2
design phase shift oscillator using operational amplifier for output frequency of 1khz.,2
explain nine requirements of good lighting scheme.,0
in how many different license plates are available if each plate contains a sequence of 2 letters followed by 4 digits?,2
invent a method for repurposing construction and demolition waste into sustainable building materials such as recycled aggregates and eco-friendly concrete.,5
draw the flow chart of the pnk system,0
can you break down the factors contributing to climate change?,3
imagine you are developing a renewable energy system for a remote off-grid community. discuss how you would apply solar photovoltaic pv technology and battery storage systems to provide reliable electricity supply and reduce dependence on fossil fuels.,2
what are the criterias for selection of controllers in embedded products?,0
describe the amino acid composition that could destabilize an enzymes helical stability.,1
recognize the syntax for defining a loss function in tensorflow?,0
convince a panel on the benefits of space exploration.,4
define pyrolysis and cracking in petroleum refining process.,2
hypothesize an approach for using generative adversarial networks gans to synthesize high-fidelity images for virtual try-on applications in e-commerce.,5
how does one specify the syntactical restrictions,2
define the functions of type checking and limit checking in protection.,0
explain a âcâ function to insert a number in doubly linked list.,2
judge the reliability of coastal protection measures in mitigating the impacts of erosion and sea level rise.,4
what is the use of segment in animation?,0
how effective are . . .?,4
invent a method for automatically generating explanations for machine learning predictions to enhance trust and interpretability.,5
derive the formula for newtonâs forward interpolation formula for the equally spaced data points.,3
enlist the advantages and disadvantages of dll over sll.,0
what is steel?,0
determine the oxide capacitance.,2
enlist various types of residential buildings and explain any one in detail.,0
list the advantages and disadvantages of fm over am.,0
discuss three 3 differences between futures and forward contracts.,1
"explain the microbe-related coupling of carbon, nitrogen, and oxygen in a lake that is experiencing a sudden bloom of cyanobacteria due to anthropogenic fertilizer inputs.",1
write short note on plate tectonic.,0
explain what a poem means.,1
briefly explain why formation of solid forms in final product such as glasses and bottles in glass industry is a disadvantage.,1
explain the concept of thermal diffusivity and thermal contact resistance.,0
describe properties and applications of constantan and brass.,0
"state any two 2 of malaysias rules, regulations or standards which are related to scaffolding and falsework.",1
modify the design of a product to enhance its usability.,2
show the procedure to calculate the volume of a sphere.,2
briefly explain the auger process.,1
how will you represent facts in propositional logic with an example?,2
classify celebrations into family and community categories.,1
timber and plastic are common materials used in construction industry. elaborate five 5 specific applications for each material in building construction.,1
list five common programming languages.,0
label the main organs of the human digestive system.,0
malaysian code on corporate governance 2012 stipulates that there should not be any domination of power by any individual in the board. responsibilities of the ceo and the chairperson must be clearly defined and separated in order to ensure a balance of power and authority. evaluate the advantages and disadvantages of ceo duality.,4
explain why the intrinsic carrier concentration of ge is higher than si at t  300 k.,1
a financial institution is implementing a fraud detection system for identifying suspicious transactions in real-time. analyze the differences between using rule-based fraud detection algorithms and machine learning-based anomaly detection models for fraud detection and prevention.,3
explain artificial neural networks with suitable examples?,3
summarize the geopolitical effects of a political decision.,1
predict the consequences of a fully remote workforce.,1
"contrast the principles of model-based reinforcement learning and model-free reinforcement learning, discussing their respective approaches to learning optimal policies.",3
analyze the stability of soil using friction circle method with neat sketch.,3
state and explain the merits and demerits of direct shear test.,3
explain in detail corrosion monitoring techniques of reinforcement and preventive measures against corrosion.,0
propose strategies for optimizing network performance in a cloud computing environment and evaluate their impact on scalability and reliability.,2
how can you relate knowledge from biology and chemistry to understand a complex reaction?,5
compare pneumatic and mechanical fabric stretching methods.,3
reason why a pornographic viewers mind is likened to an addicts mind. provide two 2 points.,1
debate the ethical considerations of using autonomous robots in hazardous industrial environments.,4
examine the purpose of a geotechnical report in construction project planning?,0
give the effective length of column for various end conditions.,0
select the appropriate variables for a correlation analysis.,3
"propose a new framework for real-time anomaly detection in network traffic using machine learning techniques, considering both accuracy and computational efficiency.",5
choose the best software for graphic design.,4
write a program in c to toggle all bits of port 1.,2
explain the types of lighting scheme with diagrams.,0
write down paper characteristics.,0
recognize subjectivity in a conversation about the best type of vacation.,4
"discuss the principles of gear design, explaining concepts such as gear ratio, tooth profile, and contact ratio.",1
compare the different types of pumps in terms of their efficiency and operating characteristics.,1
how do you design a user-friendly website?,5
classify and briefly explain different computational methods used in analyzing flows in hydraulic engineering.,1
explain 1860 with block diagram.,1
can you compare your . . . with that presented in . . .?,3
tabulate the performance ratings of employees in a department over a year.,0
tell me about a favorite childhood story or fairy tale.,0
discuss âtaylorâs stability numberâ for stability analysis of finite slope.,0
"solve the following integral equation,",2
what is file?,0
imagine youre developing a web application for an e-commerce platform. describe how you would implement session management to maintain user authentication and track shopping cart contents across multiple pages.,1
design a scalable and secure authentication system for decentralized digital identities using blockchain technology.,5
write note on automated assembly line for car manufacturing.,0
explain the physical meaning of transconductance.,1
explain functioning of lm 317 as a voltage regulator.,0
interpret the market trends to make investment decisions.,1
select the appropriate variables for an anova test.,3
how can you experiment to investigate the effects of different diets on weight loss?,2
find the rise in pressure in the impeller of a centrifugal pump through which water is flowing at the rate 17.,2
how would you differentiate obstructive apneas from central apneas,3
apply the principles of economics to solve the scarcity problem.,2
assess the scalability of a serverless computing platform for deploying and running event-driven applications.,4
"distinguish between narrowband and broadband communication systems, discussing their respective advantages in wireless communication.",3
differentiate between nucleotide and nucleoside.,3
what is opengl?,0
quote the definition of a constellation diagram in digital communication?,0
what is file mode?,0
state the necessityof reducing cutting forces in sheet metal works.,0
"as a spokesperson that is handling the crisis, identify two 2 potential trick questions that might be asked by the reporters during the press conference. provide your answer with explanation and an example for each trick question identified.",1
modify the design of a website to enhance user experience.,2
explain the concept of utilitarianism.,1
explain in brief mechanisms of pyrolysis and cracking.,3
what do you understand by relative humidity of air?,0
invent a method for automatically optimizing cloud resource utilization and cost allocation based on application performance and user demand patterns.,5
"apply eulerâs method to find y0.1. given dyxydx , y1 5. show 5 iterations.",2
describe the factors to be considered while selecting hydro power plant.,0
differentiate between rom and ram.,0
letter of credit is a written promises to pay third party on clients behalf. explain the functions of commercial letter of credit and standby letter of credit.,1
summarize the environmental impact of a manufacturing process.,1
create a system for automatically generating personalized music playlists based on user preferences and listening habits using machine learning.,5
"create a new design concept for a sustainable urban transportation system that integrates public transit, cycling infrastructure, and pedestrian-friendly urban spaces.",5
find z parameters of the network shown in figure no.,3
explain the various rating systems related to green building.,1
explain any two methods of speed control of dc shunt motor.,0
enlist any three objectives of testing?,0
explain ferromagnetic and ferrimagnetic material and their application.,1
explain idealized stress strain curve for plastic analysis.,1
assess the security risks associated with the deployment of 5g networks and propose measures for enhancing network security.,4
identify the differences between tcpip and osi models in terms of their layer representations?,0
distinguish between squirrel cage and slip ring induction motors.,3
explain pll with its block diagram.,1
judge the efficiency of a power control algorithm in optimizing transmit power levels for minimizing interference in wireless networks.,4
evaluate the impact of social media on society.,4
distinguish between the ripening behavior of climacteric and non-climacteric fruits in terms of their respiration rates and ethylene production.,3
how much is your weight,0
identify two 2 types of personality that are relevant to aggression.,1
"plan a sustainable transportation system for a city that integrates public transit, cycling infrastructure, and electric vehicle charging stations to reduce traffic congestion and emissions.",5
"discuss the principles of unsupervised learning techniques, explaining their use for discovering hidden patterns in data.",1
explain friction circle method with neat sketch.,1
propose a solution for detecting and mitigating algorithmic bias in ai systems using fairness-aware machine learning algorithms and bias detection tools.,5
explain machine to machine architecture?,1
explain name space with example.,0
can you list the components of a basic computer system?,0
"discuss the principles of intrusion detection and prevention systems idsips, explaining their role in detecting and blocking network threats.",1
recall the characteristics of a ddos distributed denial of service attack?,0
state the characteristics of each type of corrosion testing studied,0
state what does the symbol ââ represents.,0
can you identify the interactions between different components in a complex technological system?,3
state in your own words what the author means when he says,1
plan a framework for implementing blockchain-based digital identity systems that provide users with control over their personal data and privacy.,5
"compare the environmental impact of different construction materials e.g., concrete, steel, timber in terms of embodied carbon and life cycle assessment.",3
give the composition of duralumin.,0
"contrast the principles of synchronous and asynchronous programming models in concurrent software development, discussing their impact on scalability and responsiveness.",3
explain following routing.,0
list the primary colors in additive color mixing.,0
criticize the accuracy of a predictive analytics model for forecasting stock prices and recommend adjustments based on historical data.,4
propose a strategy that minority can use to influence the majority. support your answer with one 1 relevant example. elaborate your example in details.,5
"a computer while calculating carrelation coefficient between two variables x and y from 25 pairs of observations obtained the following results : n  25, x 125,ïï½ 2x 650,ïï½ y1 0 0 ,ïï½ 2y 460,ïï½ xy 508.ïï½ later it was discovered that the values x, y  8, 12 was copied as 6, 14 and the value 8, 6 was copied as 6, 8. obtain the correct value of the correlation coefficient.",2
"explain the concept of sustainable transportation systems, discussing strategies for promoting public transit, active transportation, and congestion management.",1
define hgl and tel.,0
what are the various types of radiators used in cooling system of ic engine?,0
what steps are involved in composing a persuasive speech?,5
calculate the equilibrium level of output for four sectors economy with taxes.,2
what is topological sorting?,0
support your answers with one 1 example for each factor.,5
defend the importance of net neutrality.,4
quote a passage from a book that had a profound impact on you.,0
write note on aluminum and its alloy.,0
compare python list and linked lists.,0
compare and contrast different manufacturing processes for producing precision components and analyze their suitability for mass production.,2
explain the concept of supply and demand.,1
calculate the first four central moments for the following frequencies.,2
summarize the key points of a historical analysis.,4
what is artesian condition?,0
what conclusions can you draw by combining insights from different political ideologies?,5
define following terms,0
list down the material required for screen printing and explain the purpose of each material.,0
your company is developing a chatbot for customer support services. compare the performance of rule-based chatbots versus machine learning-based chatbots in understanding natural language queries and providing accurate responses to users.,3
with suitable example write short note on the fractal lines.,3
a laminar flow is taking place in a pipe of diameter 200 mm.,2
construct a binary search tree for the following set of elements.,2
quote the definition of a dmz demilitarized zone in network security architecture?,0
describe graphic design and product design.,0
analyze the beam shown in figure 1 by slope deflection method and draw bmd.,3
"distinguish between different types of foundation systems e.g., shallow foundation, deep foundation, pile foundation, discussing their suitability for supporting structures on various soil types.",3
draw and explain working of scr.,1
explain in detail ruling process.,0
which raw materials are used for manufacture of nitrogeneous fertilizers produced from ammonia.,0
"evaluate the performance of different pavement materials e.g., asphalt, concrete, gravel in terms of durability and resistance to traffic-induced wear and tear.",3
how would you use psychological theories to understand human behavior in a new context?,2
"compare the interpretability of decision trees and ensemble models e.g., random forests, gradient boosting in modeling complex relationships in data.",3
discuss the causes of gear tooth failure.,0
support your viewpoint on renewable energy.,4
state the types of starters used for induction motors.,0
devise a system for automatically analyzing network traffic patterns to detect and prevent insider threats and unauthorized access in organizational networks.,5
choose one 1 activity and describe briefly how you plan to carry it out in your reading lesson.,0
describe how the increase of soil organic matter level may immobilize some nutrients in soil.,1
a tacheometer with analytic lens.,2
solve a mechanical engineering problem involving calculating the mechanical efficiency of a machine.,2
explain the function of lm 317 as adjustable voltage regulator.,0
a solution was prepared by dissolving certain amount of compound in 31.,2
propose and explain a suitable enzyme-substrate interaction model for enzyme x.,5
derive the relationship between the mole fraction of components taking part in the reaction and the extent of the reaction.,3
define ring.,0
assess the reliability of predictive maintenance algorithms in identifying equipment failures before they occur.,4
in a normal distribution 31 of the items are under 45 and 8 are above 64. find the mean and standard deviation of the distribution. take area 0  z 1.4  0.42 and area 0  z  0.5  0.19 where z is the standard normal variate.,2
give an instance of using sociological concepts to analyze social stratification in a new context.,2
a class has 12 boys and 4 girls.,2
examine the purpose of gradient clipping in recurrent neural networks?,0
support your answers with one 1 example in everyday life for each theory.,4
describe the enzyme characteristics that are desirable in high temperature industrial applications.,1
how would you break down a complex urban development plan into its architectural and infrastructural components?,3
here is the text data with the sequences of numbers removed:,0
write a lisp program to find the factorial of n numbers using recursion concept.,0
explain in brief about the modification in squirrel cage motor with deep bar rotor construction and state the advantages of this modifiedconstruction.,0
describe factors impacting on entrepreneurship.,0
what is a container?,0
draw rc coupled amplifier.,0
explain the following functions with suitable examples.,3
what is hash table?,0
explain in brief factors to be considered while selecting a adhesives.,0
invent a method for retrofitting existing buildings with energy-efficient systems and renewable energy technologies to reduce carbon emissions and combat climate change.,5
explain types of queues. write any one in detail.,0
"consider youre upgrading the network infrastructure for a multinational corporation. describe the process of migrating from ipv4 to ipv6 addressing scheme, including addressing allocation, subnetting, and transition mechanisms.",1
explain rate method for control of corrosion.,3
criticize the sustainability of a transportation infrastructure project in terms of its environmental impact and resource usage.,4
can you order these steps in the scientific method to conduct a valid experiment?,1
list the register and data structure that are uses in multitasking.,0
write a short note on survey for drainage line work.,1
how do you break down a complex engineering problem into its fundamental elements?,3
what are pumps and compressor used in hydraulic and pneumatic systems?,0
evaluate the effectiveness of using computational fluid dynamics cfd simulations for analyzing airflow around vehicles.,2
design a privacy-preserving contact tracing system for infectious disease control using decentralized and encrypted data sharing protocols.,5
"suppose you are managing a coastal erosion mitigation project for a shoreline community vulnerable to sea level rise and storm surges. discuss how you would apply coastal engineering techniques and shoreline protection measures such as beach nourishment, seawalls, and groins to stabilize the coastline and preserve coastal assets.",2
can you identify the cause-and-effect relationships between different climatic factors in a complex ecosystem?,3
outline the key principles of a marketing strategy.,3
use gauss law to find the electric field between the plates when the charge on them is q,2
compare brushless dc motor with conventional dc motor.,3
what are the methods used to handle deadlocks.,0
a girder or uniform section and constant depth is freely supported over a span of 200 centimeters.,2
explain sine wave generator with neat circuit diagram and waveforms.,1
explain the operation of a precision full wave rectifier with necessary waveforms.,0
discuss the importance of knowing herbicide families and mode of action.,1
what is a user defined exception?,0
explain class template  function template with example.,0
what is stack?,0
examine the data to identify outliers and anomalies in a dataset.,2
what is the transformation?,0
suggest two possible poultry breeds that kaseem are breeding for malaysia broiler industry.,5
state and explain henrys law and give its applications.,3
compose a complete c program that reads text strings from a text file into a suitable data,5
an electric current consists of an inductance 0.,2
"you are designing a novel heat exchanger for thermal management in electric vehicle ev battery systems to optimize battery performance and lifespan. create a heat exchanger design that maximizes heat transfer efficiency, minimizes pressure drop, and ensures uniform temperature distribution across battery cells, incorporating advanced materials, flow control mechanisms, and computational fluid dynamics cfd simulations for optimal thermal performance and reliability.",5
"contrast the benefits and limitations of using a cloud-based email service e.g., gmail, outlook.com versus an on-premises email server for business communication.",3
criticize the reliability of a network intrusion detection system nids in accurately identifying and blocking malicious network traffic.,4
what steps do you take to identify missing information in a complex historical reconstruction?,3
develop a new methodology for optimizing the aerodynamic performance of wind turbine blades using advanced computational fluid dynamics cfd simulations.,5
design a decentralized social networking platform that ensures user privacy and data ownership using blockchain technology.,5
lets discuss the implications of this decision.,1
what is tempering process?,0
explain effective modular design with neat diagram.,3
determine which country enjoys comparative advantage in the production of cotton and silk respectively. support your answer by calculating the opportunity costs of each.,2
"interpret the concept of strain energy and its significance in mechanical design, discussing its relationship with material properties and deformation.",1
explain practical differentiator circuit with neat diagram?,3
calculate the machining time required for 3 passes while reducing 60 mm diameter shaft to 50 mm diameter for a length of 1200 mm with depth ofcut of 2 mm for rough cut and 1 mm for finish cut.,2
draw neat diagram of three input averaging amplifier and derive the equation for output voltage.,2
draw iron carbon equilibrium diagram.,0
define the term market segmentation in business.,0
define hardenability?,0
generalize five 5 ways to use digital photography in classroom teaching and learning.,4
state the limitations of fourier transform and need of laplace transform.,0
"an automotive company is assessing the safety features of autonomous vehicles for consumer adoption. evaluate the reliability of sensors and perception algorithms used in autonomous driving systems, including lidar, radar, and computer vision. propose validation methods and real-world testing scenarios to evaluate the safety and reliability of autonomous vehicles in diverse driving conditions.",4
justify whether trna or mrna would be more extensively hydrogen bonded.,4
determine the intrinsic value of kmk corporations common stock.,2
compare gang drilling and multispindle drilling machines.,3
define four 4 primary roles of advertising in business and society.,0
design a scalable and fault-tolerant content delivery network cdn for efficiently distributing multimedia content to users worldwide.,5
examine the data to draw conclusions about consumer preferences.,2
assess the value of psychoanalytic theories in understanding behavior.,4
explain the various modes of heat transfer with suitable real life examples.,0
construct a binary tree from the given traversal.,2
"can you recite a famous historical speech, like martin luther king jr.s i have a dream speech?",0
explain acceleration image principle with neat sketch.,0
how would you break down a complex geological process into its geological agents and mechanisms?,3
explain ziegler nichols close loop tuning method in detail.,0
define sounding and state any one method of sounding with sketch?,0
discriminate between opposing arguments on the impact of minimum wage laws.,4
name the event that marked the end of world war ii.,0
define load factor and shape factor.,1
"verify at 5 level of significance and 4 degrees of freedom if the distribution can be assumed to be poisson given:  defects : 0 1 2 3 4 5 frequency : 6 13 13 8 4 3 take 20.135. eïï½ in the calculations round off the frequencies to the immediate higher integral value. take 2 5,0.05 11.07ïï½",2
explain with example trie tree.,0
what is halftone and how it is created.,0
